../bba/Slam_After_Major_Fit.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
1     S  6H-S                    KT2.AQJ7.KT32.43 J53.9.976.KJT876 AQ8.T8652.AQ54.A 9764.K43.J8.Q952 | 1H-P-2N=1=-P-3C=2=-P-3H-P-4N-P-5D=3=-P-5S-P-6D=4=-P-6H | Jacoby 2NT | Shortness  !C | A=1/5 or 4/5 | !H queen and !D king
    1  1S-P-2N=1=-P-3C=2=-P-4D=3=-P-4H-P-4N-P-5D=4=-P-5N=5=-P-6C=6=-P-7S | Jacoby 2NT | Shortness  !C | Splinter | A=1/5 or 4/5 | King ask by 5NT | K=0
    1  1S-P-2N=1=-P-3C=2=-P-4S-P-4N-P-5D=3=-P-6S | Jacoby 2NT | Shortness  !C | A=1/5 or 4/5
    1  1S-P-2N=1=-P-3D=2=-P-3S-P-4C-P-4D-P-4H-P-4N-P-5C=3=-P-6S | Jacoby 2NT | Shortness  !D | A=0/5 or 3/5
    1  1S-P-2N=1=-P-3D=2=-P-3S-P-4C-P-4H-P-4N-P-5C=3=-P-5N=4=-P-6D=5=-P-7S | Jacoby 2NT | Shortness  !D | A=0/5 or 3/5 | King ask by 5NT | K=1
    1  1S-P-2N=1=-P-3D=2=-P-3S-P-4C-P-4H-P-4N-P-5D=3=-P-5H-P-5N=4=-P-7S | Jacoby 2NT | Shortness  !D | A=1/5 or 4/5 | !S queen no !C king no !D king no !H king
    1  1S-P-2N=1=-P-3D=2=-P-3S-P-4C-P-4H-P-4N-P-5H=3=-P-6S | Jacoby 2NT | Shortness  !D | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2N=1=-P-3D=2=-P-3S-P-4C-P-4H-P-4S-P-4N-P-5D=3=-P-5H-P-6D=4=-P-6S | Jacoby 2NT | Shortness  !D | A=1/5 or 4/5 | !S queen and !D king
    1  1S-P-2N=1=-P-3D=2=-P-3S-P-4C-P-4H-X-4N-P-5S=3=-P-5N=4=-P-6D=5=-P-7S | Jacoby 2NT | Shortness  !D | A=2/5 or 5/5, Q(S)=1 | King ask by 5NT | K=1
    1  1S-P-2N=1=-P-3D=2=-P-3S-P-4C-P-4S-P-4N-P-5D=3=-P-5S | Jacoby 2NT | Shortness  !D | A=1/5 or 4/5
    1  1S-P-2N=1=-P-3D=2=-P-3S-P-4D-P-4H-P-4S-P-4N-P-5D=3=-P-5S | Jacoby 2NT | Shortness  !D | A=1/5 or 4/5
    1  1S-P-2N=1=-P-3D=2=-P-3S-P-4D-P-4H-P-4S-P-4N-P-5H=3=-P-6S | Jacoby 2NT | Shortness  !D | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2N=1=-P-3D=2=-P-3S-P-4H-P-4N-P-5H=3=-P-7S | Jacoby 2NT | Shortness  !D | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2N=1=-P-3D=2=-P-3S-P-4N-P-5D=3=-P-6S | Jacoby 2NT | Shortness  !D | A=1/5 or 4/5
    1  1S-P-2N=1=-P-3D=2=-P-3S-P-4N-P-5H=3=-P-6S | Jacoby 2NT | Shortness  !D | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2N=1=-P-3D=2=-P-4S-P-4N-P-5D=3=-P-5H-P-6D=4=-P-6S | Jacoby 2NT | Shortness  !D | A=1/5 or 4/5 | !S queen and !D king
    1  1S-P-2N=1=-P-3H=2=-P-3S-P-4C-P-4H-P-4N-P-5C=3=-P-5D-P-5N=4=-P-6S | Jacoby 2NT | Shortness  !H | A=0/5 or 3/5 | !S queen no !H king no !C king no !D king
    1  1S-P-2N=1=-P-3H=2=-P-3S-P-4D-P-4H-P-4N-P-5D=3=-P-6S | Jacoby 2NT | Shortness  !H | A=1/5 or 4/5
    1  1S-P-2N=1=-P-3H=2=-P-3S-P-4N-P-5C=3=-P-6S | Jacoby 2NT | Shortness  !H | A=0/5 or 3/5
    1  1S-P-2N=1=-P-3H=2=-P-3S-P-4N-P-5H=3=-P-6S | Jacoby 2NT | Shortness  !H | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2N=1=-P-3H=2=-P-4C-P-4H-P-4N-P-5C=3=-P-6S | Jacoby 2NT | Shortness  !H | A=0/5 or 3/5
    1  1S-P-2N=1=-P-3N-P-4C-P-4D-P-4H-P-4N-P-5H=2=-P-5S | Jacoby 2NT | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2N=1=-P-3N-P-4C-P-4D-P-4H-P-4S-P-4N-P-5H=2=-P-6S | Jacoby 2NT | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2N=1=-P-3N-P-4C-P-4D-P-4N-P-5C=2=-P-5D-P-5S=3=-P-6S | Jacoby 2NT | A=0/5 or 3/5 | No !S queen
    1  1S-P-2N=1=-P-3N-P-4C-P-4D-P-4N-P-5D=2=-P-5S | Jacoby 2NT | A=1/5 or 4/5
    1  1S-P-2N=1=-P-3N-P-4D-P-4H-P-4N-P-5H=2=-P-5S | Jacoby 2NT | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2N=1=-P-3N-P-4S | Jacoby 2NT
    2  1S-P-2N=1=-P-3N-P-6S | Jacoby 2NT
    1  1S-P-2N=1=-P-3S-P-3N-P-4C-P-4H-P-4N-P-5C=2=-P-6S | Jacoby 2NT | A=0/5 or 3/5
    1  1S-P-2N=1=-P-3S-P-3N-P-4N-P-5C=2=-P-5N=3=-P-6C=4=-P-6S | Jacoby 2NT | A=0/5 or 3/5 | King ask by 5NT | K=0
    1  1S-P-2N=1=-P-3S-P-3N-P-4N-P-5S=2=-P-5N=3=-P-6C=4=-P-7S | Jacoby 2NT | A=2/5 or 5/5, Q(S)=1 | King ask by 5NT | K=0
    1  1S-P-2N=1=-P-3S-P-3N-P-4N-P-5S=2=-P-5N=3=-P-6D=4=-P-7S | Jacoby 2NT | A=2/5 or 5/5, Q(S)=1 | King ask by 5NT | K=1
    1  1S-P-2N=1=-P-3S-P-4C-P-4D-P-4N-P-5C=2=-P-5S-P-6S | Jacoby 2NT | A=0/5 or 3/5
    1  1S-P-2N=1=-P-3S-P-4C-P-4D-P-5S-P-6S | Jacoby 2NT
    1  1S-P-2N=1=-P-3S-P-4C-P-4H-P-4N-P-5D=2=-P-6S | Jacoby 2NT | A=1/5 or 4/5
    1  1S-P-2N=1=-P-3S-P-4D-P-4H-P-4N-P-5C=2=-P-6S | Jacoby 2NT | A=0/5 or 3/5
    2  1S-P-2N=1=-P-3S-P-4D-P-4H-P-4S | Jacoby 2NT
    1  1S-P-2N=1=-P-3S-P-4D-P-4H-P-4S-P-4N-P-5D=2=-P-5S | Jacoby 2NT | A=1/5 or 4/5
    1  1S-P-2N=1=-P-3S-P-4H-P-4N-P-5S=2=-P-5N=3=-P-6C=4=-P-6S | Jacoby 2NT | A=2/5 or 5/5, Q(S)=1 | King ask by 5NT | K=0
    1  1S-P-2N=1=-P-3S-P-4H-P-5C-P-5S | Jacoby 2NT
    1  1S-P-2N=1=-P-3S-P-4H-P-5S-P-6S | Jacoby 2NT
    2  1S-P-2N=1=-P-3S-P-4N-P-5C=2=-P-6S | Jacoby 2NT | A=0/5 or 3/5
    1  1S-P-2N=1=-P-3S-P-4S-P-4N-P-5D=2=-P-5H-P-5S=3=-P-6S | Jacoby 2NT | A=1/5 or 4/5 | No !S queen
    1  1S-P-2N=1=-P-3S-P-4S-P-4N-P-5D=2=-P-5S | Jacoby 2NT | A=1/5 or 4/5
    8  1S-P-2N=1=-P-4S | Jacoby 2NT
    1  1S-P-2N=1=-P-4S-P-4N-P-5C=2=-P-5N=3=-P-6C=4=-P-6S | Jacoby 2NT | A=0/5 or 3/5 | King ask by 5NT | K=0
    1  1S-P-2N=1=-P-4S-P-4N-P-5D=2=-P-5H-P-5N=3=-P-6S | Jacoby 2NT | A=1/5 or 4/5 | !S queen no !C king no !D king no !H king
    1  1S-P-2N=1=-P-4S-P-4N-P-5D=2=-P-5H-P-6C=3=-P-6S | Jacoby 2NT | A=1/5 or 4/5 | !S queen and !C king
    1  1S-P-2N=1=-P-4S-P-4N-P-5D=2=-P-5S | Jacoby 2NT | A=1/5 or 4/5
    5  1S-P-2N=1=-P-4S-P-4N-P-5D=2=-P-6S | Jacoby 2NT | A=1/5 or 4/5
    1  1S-P-2N=1=-P-4S-P-4N-P-5S=2=-P-6S | Jacoby 2NT | A=2/5 or 5/5, Q(S)=1
    1  1S-P-3N-P-4C-P-4D-P-4H-P-4S
    1  1S-P-3N-P-4C-P-4D-P-4N-P-5D=1=-P-6C | A=1/5 or 4/5
    1  1S-P-3N-P-4C-P-4D-P-4N-P-5H=1=-P-5S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-3N-P-4C-P-4D-P-4N-P-5H=1=-P-6S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-3N-P-4C-P-4D-P-4N-P-5S=1=-P-5N=2=-P-6C=3=-P-6S | A=2/5 or 5/5, Q(S)=1 | King ask by 5NT | K=0
    1  1S-P-3N-P-4C-P-4S
    1  1S-P-3N-P-4N-P-5H=1=-P-5S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-3S-P-3N-P-4C-P-4H-P-4S
    1  1S-P-3S-P-3N-P-4S
    1  1S-P-4C=1=-P-4H-P-4N-P-5S=2=-P-6S | Splinter | A=2/5 or 5/5, Q(S)=1
    1  1S-P-4C=1=-P-4S-P-4N-P-5D=2=-P-5H-P-6C=3=-P-6S | Splinter | A=1/5 or 4/5 | !S queen and !C king
    1  1S-P-4H=1=-P-4N-P-5D=2=-P-6S | Splinter | A=1/5 or 4/5
    1  1S-P-4H=1=-P-4N-P-5H=2=-P-6S | Splinter | A=2/5 or 5/5, Q(S)=0
    1  1S-P-4H=1=-P-4S | Splinter
    1  2C=1=-P-2N-P-3H-P-4N-P-5D=2=-P-5S-P-5N=3=-P-6C=4=-P-6D=5=-P-6H | Strong | A=1/5 or 4/5 | !H queen no !C king no !D king | King ask by available bid | K=0
    1  2C=1=-P-2N-P-3S-P-4N-P-5S=2=-P-6S | Strong | A=2/5 or 5/5, Q(S)=1
    1  2C=1=-P-3C-P-3H-P-4N-P-5C=2=-P-5D-P-5S=3=-P-6H | Strong | A=0/5 or 3/5 | !H queen and !S king
    1  2C=1=-P-3C-P-3S-P-4N-P-5C=2=-P-5S-P-6S | Strong | A=0/5 or 3/5
    1  2C=1=-P-3D-P-3S-P-4N-P-5C=2=-P-5D-P-5S=3=-P-6C=4=-P-6S=5= | Strong | A=0/5 or 3/5 | No !S queen | King ask by available bid | K=2

   -- Sorted Summary of Notes (the first character is forced to upper case) --

    5  !H queen and !C king
    9  !H queen and !D king
    3  !H queen and !S king
    4  !H queen no !C king no !D king
    3  !H queen no !S king no !C king no !D king
    9  !S queen and !C king
    4  !S queen and !D king
    3  !S queen and !H king
    3  !S queen no !C king no !D king no !H king
    2  !S queen no !H king no !C king no !D king
   69  A=0/5 or 3/5
    1  A=1/4 or 4/4
  106  A=1/5 or 4/5
    4  A=2 out of 4
    1  A=2/5 or 5/5, Q(C)=0
    1  A=2/5 or 5/5, Q(C)=1
    1  A=2/5 or 5/5, Q(D)=1
   37  A=2/5 or 5/5, Q(H)=0
   20  A=2/5 or 5/5, Q(H)=1
   40  A=2/5 or 5/5, Q(S)=0
   33  A=2/5 or 5/5, Q(S)=1
    1  Extended acceptance after NT
   46  Forcing 1NT
   17  Fourth suit game force
  143  Jacoby 2NT
   18  K=0
   21  K=1
    7  K=2
   42  King ask by 5NT
    4  King ask by available bid
    1  Limit raise or better in !C
    1  Limit raise or better in !H
    1  Limit raise or better in !S
    6  No !H queen
    8  No !S queen
   24  Shortness  !C
   20  Shortness  !D
    5  Shortness  !H
    5  Shortness  !S
   28  Splinter
   10  Stayman
    5  Strong
    1  Texas
    3  Unusual 2NT
    1  Unusual 4NT
